D�a	Concepto / Referencia	cargo	Abono	Saldo
13-06-2019	CE00000078620120278292/2894243 78620120278292                1364332		1,515.00	164,696.35
13-06-2019	CE00000087780620277289/2737713 87780620277289                1364332		230.00	163,181.35
12-06-2019	CE00000076500120278209/2318899 76500120278209                1364332		1,515.00	162,951.35
12-06-2019	CE00000077440120278273/2260819 77440120278273                1364332		1,515.00	161,436.35
12-06-2019	CE00000073840120278224/2130942 73840120278224                1364332		1,515.00	159,921.35
12-06-2019	CE00000087720620277272/2130183 87720620277272                1364332		230.00	158,406.35
12-06-2019	CE00000075230120268266/1921447 75230120268266                1364332		1,515.00	158,176.35
12-06-2019	CE00000064710120278239/1759648 64710120278239                1364332		1,515.00	156,661.35
12-06-2019	CE00000079860120278231/1630277 79860120278231                1364332		1,515.00	155,146.35
12-06-2019	CE00000063530120278220/1566048 63530120278220                1364332		1,515.00	153,631.35
12-06-2019	CE00000087520620267209/1455377 87520620267209                1364332		230.00	152,116.35
12-06-2019	CE00000086780620277278/1446082 86780620277278                1364332		230.00	151,886.35
12-06-2019	CE00000064110120278295/1374000 64110120278295                1364332		1,515.00	151,656.35
12-06-2019	CE00000086880620277204/1356630 86880620277204                1364332		230.00	150,141.35
12-06-2019	CE00000068790120268224/1354595 68790120268224                1364332		1,515.00	149,911.35
12-06-2019	CE00000082550120278273/1287198 82550120278273                1364332		1,515.00	148,396.35
12-06-2019	CE00000070890120268269/1282292 70890120268269                1364332		1,515.00	146,881.35
12-06-2019	CE00000076400120268266/1208482 76400120268266                1364332		1,515.00	145,366.35
12-06-2019	CE00000072420120268260/1183490 72420120268260                1364332		1,515.00	143,851.35
12-06-2019	CE00000072970120268276/1073193 72970120268276                1364332		1,515.00	142,336.35
12-06-2019	CE00000068290120278223/1048003 68290120278223                1364332		1,515.00	140,821.35
12-06-2019	CE00000077130120278282/0932701 77130120278282                1364332		1,515.00	139,306.35
12-06-2019	CE00000068440120278271/0883025 68440120278271                1364332		1,515.00	137,791.35
12-06-2019	CE00000070680120278221/0775346 70680120278221                1364332		1,515.00	136,276.35
12-06-2019	CE00000087530620267228/0625889 87530620267228                1364332		230.00	134,761.35
12-06-2019	CE00000074500120278284/0401489 74500120278284                1364332		1,515.00	134,531.35
12-06-2019	CE00000086840620267208/0377993 86840620267208                1364332		230.00	133,016.35
12-06-2019	CE00000066880120278223/0218680 66880120278223                1364332		1,515.00	132,786.35
12-06-2019	CE00000066670120278255/0200068 66670120278255                1364332		1,515.00	131,271.35
12-06-2019	CE00000087550620277283/0152614 87550620277283                1364332		230.00	129,756.35
12-06-2019	DEPOSITO EN EFECTIVO/0036141  		2,618.00	129,526.35
12-06-2019	DEPOSITO EN EFECTIVO/0036140  		3,356.65	126,908.35
12-06-2019	DEPOSITO EN EFECTIVO/0036139  		5,915.40	123,551.70
12-06-2019	CE00000067520120278245/0087824 67520120278245                1364332		1,515.00	117,636.30
12-06-2019	CE00000078810120278222/4986399 78810120278222                1364332		1,515.00	116,121.30
12-06-2019	CE00000087590620267245/4915504 87590620267245                1364332		230.00	114,606.30
12-06-2019	CE00000082160120268280/4911621 82160120268280                1364332		1,515.00	114,376.30
12-06-2019	CE00000078690120268214/4744905 78690120268214                1364332		1,515.00	112,861.30
12-06-2019	CE00000087070620267286/4641362 87070620267286                1364332		230.00	111,346.30
12-06-2019	CE00000087440620277241/4580070 87440620277241                1364332		230.00	111,116.30
11-06-2019	CE00000087330620267279/4341777 87330620267279                1364332		230.00	110,886.30
11-06-2019	CE00000076160120268214/3906782 76160120268214                1364332		1,515.00	110,656.30
11-06-2019	CE00000087310620267241/3904659 87310620267241                1364332		230.00	109,141.30
11-06-2019	CE00000074370120268257/3798685 74370120268257                1364332		1,515.00	108,911.30
11-06-2019	CE00000087340620257281/3765850 87340620257281                1364332		230.00	107,396.30
11-06-2019	CE00000065460120268259/3675200 INSCRIPCION SEPTIEMBRE DICIEMB1364332		1,515.00	107,166.30
11-06-2019	CE00000087510620267287/3608913 87510620267287                1364332		230.00	105,651.30
11-06-2019	GOBIERNO ELECTRONICO/GUIA:3560359 REF:66670315200820251281 CIE:0608297	83,002.00		105,421.30
11-06-2019	CE00000080460120268230/3524830 80460120268230                1364332		1,515.00	188,423.30
11-06-2019	CE00000069480120258227/3376989 69480120258227                1364332		1,515.00	186,908.30
11-06-2019	CE00000071050120258294/3172334 71050120258294                1364332		1,515.00	185,393.30
11-06-2019	CE00000074150120268270/3162335                               1364332		1,515.00	183,878.30
11-06-2019	CHEQUE PAGADO NO./CH-0003248 PAGO EN EFECTIVO	994.50		182,363.30
11-06-2019	CE00000087500620267268/3016871 EXAMEN DE INGRESO A LA EDUCACI1364332		230.00	183,357.80
11-06-2019	CE00000087390620257279/2848220 87390620257279                1364332		230.00	183,127.80
11-06-2019	CE00000067250120268216/2793868 67250120268216                1364332		1,515.00	182,897.80
11-06-2019	TRASPASO ENTRE CUENTAS/REFBNTC00088633 DESCUENTOS PROMOCIONALES      BMRCASH		4,694.00	181,382.80
11-06-2019	CE00000083000120268251/2750385 83000120268251                1364332		1,515.00	176,688.80
11-06-2019	CE00000087400620267245/2677345 87400620267245                1364332		230.00	175,173.80
11-06-2019	CE00000068000120268280/2640561 68000120268280                1364332		1,515.00	174,943.80
11-06-2019	CE00000084110120268207/2610290 84110120268207                1364332		1,515.00	173,428.80
11-06-2019	DEPOSITO EN EFECTIVO/0036110  		3,480.00	171,913.80
11-06-2019	DEPOSITO EN EFECTIVO/0036109  		6,318.00	168,433.80
11-06-2019	CE00000063570120268279/2398605 63570120268279                1364332		1,515.00	162,115.80
11-06-2019	CE00000087190620257233/2263789 87190620257233                1364332		230.00	160,600.80
11-06-2019	CE00000082730120258247/2253306 INSCRIPCIONSEPTIEMBRE-DICIEMBR1364332		1,515.00	160,370.80
11-06-2019	CE00000074770120268252/2192993 74770120268252                1364332		1,515.00	158,855.80
11-06-2019	CE00000072460120268239/2168122 INSCRIPCION SEPTIEMBRE-DICIEMB1364332		1,515.00	157,340.80
11-06-2019	CE00000081050120258210/2155670 81050120258210                1364332		1,515.00	155,825.80
11-06-2019	CE00000066270120258226/2098239 66270120258226                1364332		1,515.00	154,310.80
11-06-2019	CE00000069570120268248/2089296 69570120268248                1364332		1,515.00	152,795.80
11-06-2019	CE00000077780120268207/2036420 77780120268207                1364332		1,515.00	151,280.80
11-06-2019	CE00000071550120258215/1779514 71550120258215                1364332		1,515.00	149,765.80
11-06-2019	CE00000064810120268245/1755589 64810120268245                1364332		1,515.00	148,250.80
11-06-2019	CE00000087380620257260/1733809 87380620257260                1364332		230.00	146,735.80
11-06-2019	CE00000064330120258248/1547722 64330120258248                1364332		1,515.00	146,505.80
11-06-2019	CE00000076410120258268/1538185 76410120258268                1364332		1,515.00	144,990.80
10-06-2019	CE00000067440120258226/1172226 67440120258226                1364332		1,515.00	143,475.80
10-06-2019	CE00000087320620257243/1107854 87320620257243                1364332		230.00	141,960.80
10-06-2019	CE17181103900320240290/0958694 17181103900320240290          1364332		1,300.00	141,730.80
10-06-2019	CE00000087220620257220/0904850 87220620257220                1364332		230.00	140,430.80
10-06-2019	CE00000081030120258269/0696751 81030120258269                1364332		1,515.00	140,200.80
10-06-2019	CONSEJO NAL DE NORMA/GUIA:0627605 REF:00000000000000000000 CIE:1024523	1,191.09		138,685.80
10-06-2019	CE00000086140620257224/0589590 UNIV TECNOL                   1364332		230.00	139,876.89
10-06-2019	CE17181109030320240206/0314985 17181109030320240206          1364332		1,300.00	139,646.89
10-06-2019	TRASPASO ENTRE CUENTAS/REFBNTC00088633 TRASP RECURSO NO CORRESPONDER BMRCASH	2,000.00		138,346.89
10-06-2019	CE00000082260120258286/0170236 82260120258286                1364332		1,515.00	140,346.89
10-06-2019	CE00000085550620257227/0146762 LUIS ALFREDO CARBALLO MARTINEZ1364332		230.00	138,831.89
10-06-2019	CE00000073640120258241/0113322 73640120258241                1364332		1,515.00	138,601.89
10-06-2019	CE00000086290620257245/0037422 86290620257245                1364332		230.00	137,086.89
10-06-2019	CE00000078400120258271/4930101 78400120258271                1364332		1,515.00	136,856.89
10-06-2019	CE00000087170620247275/4895462 87170620247275                1364332		230.00	135,341.89
10-06-2019	CE00000078090120248236/4785748 78090120248236                1364332		1,515.00	135,111.89
10-06-2019	CE00000067660120258213/4778873 67660120258213                1364332		1,515.00	133,596.89
10-06-2019	CE00000070430120258240/4752044 70430120258240                1364332		1,515.00	132,081.89
10-06-2019	CE00000075790120258284/4708165 INSCRIPCION SEPT-DIC 2019     1364332		1,515.00	130,566.89
10-06-2019	CE00000085970620257260/4681127 85970620257260                1364332		230.00	129,051.89
10-06-2019	CE00000085030620257268/4527457 85030620257268                1364332		230.00	128,821.89
10-06-2019	CE00000081400120258207/4253612 INSCRIPCION SEPTIEMBRE-DICIEMB1364332		1,515.00	128,591.89
10-06-2019	CE00000078860120258283/4165293 78860120258283                1364332		1,515.00	127,076.89
10-06-2019	CE00000078850120258264/4134658 78850120258264                1364332		1,515.00	125,561.89
10-06-2019	CE00000087240620257258/3996784                               1364332		230.00	124,046.89
10-06-2019	CE00000074240120258257/3822335 74240120258257                1364332		1,515.00	123,816.89
10-06-2019	CE00000069280120258278/3782306 69280120258278                1364332		1,515.00	122,301.89
10-06-2019	DEPOSITO EFECTIVO PRACTIC/******0979 JUN10 11:41 PRAC      D953 FOLIO:3317		9,815.00	120,786.89
10-06-2019	CE00000087260620257296/3577255 87260620257296                1364332		230.00	110,971.89
10-06-2019	CE00000071310120258287/3519802 71310120258287                1364332		1,515.00	110,741.89
10-06-2019	CE00000087210620257201/3446201 87210620257201                1364332		230.00	109,226.89
10-06-2019	CE00000075750120248288/3300440 75750120248288                1364332		1,515.00	108,996.89
10-06-2019	CE00000080800120258288/3184280 80800120258288                1364332		1,515.00	107,481.89
10-06-2019	CE00000073670120258201/3084510 73670120258201                1364332		1,515.00	105,966.89
10-06-2019	CE00000068820120258291/3030566 68820120258291                1364332		1,515.00	104,451.89
10-06-2019	CE00000079550120248286/2899864 79550120248286                1364332		1,515.00	102,936.89
10-06-2019	CE00000072580120258283/2771461 72580120258283                1364332		1,515.00	101,421.89
10-06-2019	CE00000065000120258230/2747250 65000120258230                1364332		1,515.00	99,906.89
09-06-2019	CE00000066940120248216/2508275 66940120248216                1364332		1,515.00	98,391.89
09-06-2019	CE00000085150620247215/2365605 85150620247215                1364332		230.00	96,876.89
07-06-2019	CE00000086270620227253/1301817 86270620227253                1364332		230.00	96,646.89
07-06-2019	CE00000083270120228265/1115543 83270120228265                1364332		1,515.00	96,416.89
07-06-2019	CE00000087130620217245/0640882 87130620217245                1364332		230.00	94,901.89
07-06-2019	CE17192100050320210233/0425997 17192100050320210233          1364332		1,300.00	94,671.89
07-06-2019	CE00000072730120228280/0411147 72730120228280                1364332		1,515.00	93,371.89
07-06-2019	CE00000080490120228219/0352539 80490120228219                1364332		1,515.00	91,856.89
07-06-2019	CE00000087140620217264/0334620 87140620217264                1364332		230.00	90,341.89
07-06-2019	CONSEJO NAL DE NORMA/GUIA:0241549 REF:00000000000000000000 CIE:1024523	9,826.52		90,111.89
07-06-2019	CONSEJO NAL DE NORMA/GUIA:0224587 REF:00000000000000000000 CIE:1024523	1,429.31		99,938.41
07-06-2019	CE00000067730120228225/0220858 67730120228225                1364332		1,515.00	101,367.72
07-06-2019	CE00000067800120228288/0204370 67800120228288                1364332		1,515.00	99,852.72
07-06-2019	CE00000074430120218216/4973298 74430120218216                1364332		1,515.00	98,337.72
07-06-2019	CE00000068110120228254/4923776 68110120228254                1364332		1,515.00	96,822.72
07-06-2019	CE00000081160120218281/4822664 INSCRIPCIONSEPTIEMBREDICIEMBRE1364332		1,515.00	95,307.72
07-06-2019	CONSEJO NAL DE NORMA/GUIA:4817054 REF:00000000000000000000 CIE:1024523	833.76		93,792.72
07-06-2019	CONSEJO NAL DE NORMA/GUIA:4802160 REF:00000000000000000000 CIE:1024523	2,143.96		94,626.48
07-06-2019	CE00000086920620227222/4788531 86920620227222                1364332		230.00	96,770.44
07-06-2019	SPEI ENVIADO BANORTE/IXE/0000748330  072 0070619SERVICIO DE LIMPIEZA	115,787.21		96,540.44
07-06-2019	CE00000086340620227219/4643969 EXAMEN DE INGRESO             1364332		230.00	212,327.65
07-06-2019	CE00000087150620217283/4567354 87150620217283                1364332		230.00	212,097.65
07-06-2019	CFE SUMINISTRADOR DE/GUIA:4487307 REF:01265960701635190615 CIE:0578869	44,580.00		211,867.65
07-06-2019	TRASPASO A TERCEROS/REFBNTC00088633 FUMIGACION DE MAYO            BMRCASH	7,888.00		256,447.65
07-06-2019	SPEI ENVIADO SANTANDER/0000733418  014 0070619HONORARIOS POR SERVICIO DE TAL	4,179.29		264,335.65
07-06-2019	CE00000080890120228214/4189427 INSCRIPCION SEP DIC 2019      1364332		1,515.00	268,514.94
07-06-2019	CE00000079070120228272/4135736 79070120228272                1364332		1,515.00	266,999.94
07-06-2019	CE00000079060120228253/4114187 79060120228253                1364332		1,515.00	265,484.94
07-06-2019	CE00000087160620227222/4073795 EXAMEN  INGRESO DIAZ L NETZER 1364332		230.00	263,969.94
07-06-2019	CE00000079290120218242/4039740 79290120218242                1364332		1,515.00	263,739.94
07-06-2019	CE00000072950120218250/4013449 72950120218250                1364332		1,515.00	262,224.94
07-06-2019	DEPOSITO EN EFECTIVO/0036025  		1,990.00	260,709.94
07-06-2019	VENTA FONDOS DE INVERSION/BMERGOB NC  00 OPERADO EN CANAL   BNET		50,034.15	258,719.94
07-06-2019	CE00000070480120228284/3902833 70480120228284                1364332		1,515.00	208,685.79
07-06-2019	SPEI RECIBIDOBANAMEX/0005289357  002 0070619CERTIFICADOS LOTE FOLIO 89674		6,134.00	207,170.79
07-06-2019	CE00000070110120228276/3394171 70110120228276                1364332		1,515.00	201,036.79
07-06-2019	CE00000069290120228246/3150037 69290120228246                1364332		1,515.00	199,521.79
07-06-2019	CE00000069150120228244/3142579 69150120228244                1364332		1,515.00	198,006.79
06-06-2019	CE00000087120620217226/2785805 87120620217226                1364332		230.00	196,491.79
06-06-2019	CE00000070380120208227/2289353 70380120208227                1364332		1,515.00	196,261.79
06-06-2019	CE00000087020620207283/1887182 87020620207283                1364332		230.00	194,746.79
06-06-2019	CE17181109440320200249/1858142 17181109440320200249          1364332		1,300.00	194,516.79
06-06-2019	CE00000064930120218221/1824086 64930120218221                1364332		1,515.00	193,216.79
06-06-2019	CE00000078960120218238/1750375 78960120218238                1364332		1,515.00	191,701.79
06-06-2019	CE00000065340120218210/1690821 65340120218210                1364332		1,515.00	190,186.79
06-06-2019	CE00000076020120208207/1658404 76020120208207                1364332		1,515.00	188,671.79
06-06-2019	CE00000087050620207243/1405910 87050620207243                1364332		230.00	187,156.79
06-06-2019	CE00000080140120218232/1386550 80140120218232                1364332		1,515.00	186,926.79
06-06-2019	CE00000086760620207218/1335642 86760620207218                1364332		230.00	185,411.79
06-06-2019	DEPOSITO EFECTIVO PRACTIC/******0979 JUN06 13:14 PRAC      D826 FOLIO:2928		2,035.00	185,181.79
06-06-2019	CE00000072620120218221/1030535 72620120218221                1364332		1,515.00	183,146.79
06-06-2019	CE00000078590120218203/0878559 78590120218203                1364332		1,515.00	181,631.79
06-06-2019	CE00000087080620217220/0867229 87080620217220                1364332		230.00	180,116.79
06-06-2019	CE00000076200120218232/0726055 CINTYA VALERIA TOVAR BENITEZ  1364332		1,515.00	179,886.79
06-06-2019	CE00000083520120218222/0686830 83520120218222                1364332		1,515.00	178,371.79
06-06-2019	CE00000069350120208256/0611435 69350120208256                1364332		1,515.00	176,856.79
06-06-2019	CE00000064520120208287/0573111 64520120208287                1364332		1,515.00	175,341.79
06-06-2019	CE00000079300120218288/0447140 79300120218288                1364332		1,515.00	173,826.79
06-06-2019	CE00000075400120218267/0353342 75400120218267                1364332		1,515.00	172,311.79
06-06-2019	CE00000073260120218216/0220682 73260120218216                1364332		1,515.00	170,796.79
06-06-2019	CE00000082330120218281/0183689 82330120218281                1364332		1,515.00	169,281.79
06-06-2019	CE00000071400120208206/4908508 71400120208206                1364332		1,515.00	167,766.79
05-06-2019	CE17171104400320190229/4356264 17171104400320190229          1364332		1,300.00	166,251.79
05-06-2019	CE00000087060620207262/4211097 87060620207262                1364332		230.00	164,951.79
05-06-2019	CE00000086980620207205/4052400 EXAMEN DE INGRESO A LA EDUCACI1364332		230.00	164,721.79
05-06-2019	CE00000069790120208230/3907882 69790120208230                1364332		1,515.00	164,491.79
05-06-2019	CE00000073100120208256/3835800 73100120208256                1364332		1,515.00	162,976.79
05-06-2019	CE00000064130120208214/3736250 INSCRIPCION                   1364332		1,515.00	161,461.79
05-06-2019	CE00000086970620207283/3719353 86970620207283                1364332		230.00	159,946.79
05-06-2019	CE00000064660120208289/3635148 64660120208289                1364332		1,515.00	159,716.79
05-06-2019	CE00000087040620207224/3550448 87040620207224                1364332		230.00	158,201.79
05-06-2019	CE00000086820620207262/3488694 86820620207262                1364332		230.00	157,971.79
05-06-2019	CE00000065100120208265/3481148 INSCRIPCION SEPTIEMBRE DICIMBR1364332		1,515.00	157,741.79
05-06-2019	CE00000069260120208252/2923008 69260120208252                1364332		1,515.00	156,226.79
05-06-2019	CE00000069810620207250/2878667 69810620207250                1364332		230.00	154,711.79
